,prd_name,prd_brand,prd_price,prd_capa,prd_ingredients,prd_exp,prd_category
379,티트리 진정 수분 앰플,메디힐,"32,000",50ml+18ml,"티트리잎수(920,879 ppm), 글리세린, 프로판다이올, 메틸프로판다이올, 인도멀구슬나무잎추출물, 인도멀구슬나무꽃추출물, 카카오씨추출물, 티트리잎추출물(10 ppm), 티트리추출물(10 ppm), 티트리잎오일(10 ppm), 하이드로제네이티드레시틴, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 다이에톡시에틸석시네이트, 다이소듐이디티에이, 트로메타민, 정제수, 덱스트린, 4-터피네올, 락토바실러스발효물, 1,2-헥산다이올, 에틸헥실글리세린",개봉 후 즉시 개봉 전 36M,세럼
380,티트리시카 수딩 토너,브링그린,"27,000",-,"티트리추출물(381,680ppm), 정제수, 다이프로필렌글라이콜, 티트리잎추출물(57,200ppm), 티트리잎수(57,200ppm), 병풀추출물(30,380ppm), 1,2-헥산다이올, 부틸렌글라이콜, 티트리꽃/잎/줄기추출물(13,000ppm), 베타인, 판테놀, 옥틸도데세스-16, 소듐시트레이트, 시트릭애씨드, 티트리잎오일(720ppm), 베타인살리실레이트, 잔탄검","제조일로부터 36개월, 개봉 후 12개월",스킨토너
381,파워 10 포뮬라 엘아이 이펙터 감초줄렌,잇츠스킨,"27,000",60ml,"스페인감초뿌리추출물, 정제수, 프로판다이올, 글리세린, 베타인, 마트리카리아꽃추출물, 소듐하이알루로네이트, 다이포타슘글리시리제이트, 구아이아줄렌, 베타-글루칸, 폴리글루타믹애씨드, 글리세레스-26, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 부틸렌글라이콜, 카프릴릴/카프릴글루코사이드, 1,2-헥산다이올, 폴리글리세릴-10라우레이트, 다이프로필렌글라이콜, 잔탄검, 다이소듐이디티에이, 폴리글리세릴-10올리에이트, 멕시칸주니퍼오일, 다마스크장미꽃오일, 광곽향오일, 베티버뿌리오일",제조일로부터 36개월 / 개봉 후 12개월,세럼
382,파워 10 포뮬라 지에프 이펙터 쏙쏙수분,잇츠스킨,"15,400",30ml,"은행잎수, 글리세린, 펜틸렌글라이콜, 메틸글루세스-20, 메틸프로판다이올, 정제수, 소듐하이알루로네이트, 인도멀구슬나무잎추출물, 인도멀구슬나무꽃추출물, 아이비고드열매추출물, 하이드록시프로필트라이모늄하이알루로네이트, 가지열매추출물, 알로에베라꽃추출물, 하이드롤라이즈드소듐하이알루로네이트, 홀리바질잎추출물, 울금뿌리추출물, 참산호말추출물, 소듐아세틸레이티드하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 포타슘하이알루로네이트, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 카프릴릴/카프릴글루코사이드, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 폴리글리세릴-10라우레이트, 트로메타민, 1,2-헥산다이올, 폴리글리세릴-10올리에이트, 소듐파이테이트, 부틸렌글라이콜, 서양배추출물, 다마스크장미꽃수, 오리스뿌리추출물, 멜론추출물, 서양송악잎/줄기추출물, 단향오일, 불가리스쑥오일",제조일로부터 36개월 / 개봉 후 12개월,세럼
383,파워 10 포뮬라 피오 이펙터 모공루팡,잇츠스킨,"15,400",30ml,"약모밀추출물, 메틸프로판다이올, 글리세린, 오미자추출물, 흰버드나무껍질추출물, 인도멀구슬나무잎추출물, 인도멀구슬나무꽃추출물, 바질오일, 살리실릭애씨드, 부틸렌글라이콜, C13-15알케인, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 정제수, 카프릴릴/카프릴글루코사이드, 카보머, 폴리글리세릴-10라우레이트, 잔탄검, 트로메타민, 소듐파이테이트, 다이프로필렌글라이콜, 폴리글리세릴-10올리에이트, 한련초추출물, 1,2-헥산다이올, 티트리잎추출물, 시트릭애씨드, 서양배추출물, 다마스크장미꽃수, 오리스뿌리추출물, 멜론추출물, 서양송악잎/줄기추출물, 다마스크장미꽃오일",제조일로부터 36개월 / 개봉 후 12개월,세럼
384,파이브 플라워 다크스팟 클리어링 세럼,밀크터치,"25,000",40ml,"정제수, 글리세린, 다이프로필렌글라이콜, 메틸프로판다이올, 글리세레스-26, 나이아신아마이드, 부틸렌글라이콜, 1,2-헥산다이올, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 카프릴릴글라이콜, 트로메타민, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 한련초추출물, 아이비고드열매추출물, 다이소듐이디티에이, 소듐하이알루로네이트, 하이드록시에틸셀룰로오스, 스타아니스추출물, 소듐아세테이트, 글루타티온, 아스코빅애씨드, 자일리틸글루코사이드, 안하이드로자일리톨, 소듐팔미토일프롤린, 셀룰로오스, 자일리톨, 프로판다이올, 알바수련꽃추출물, 카프릴릭/카프릭트라이글리세라이드, 소듐하이알루로네이트크로스폴리머, 프룩탄, 스노우로투스추출물, 노티드랙추출물, 하이드롤라이즈드글라이코사미노글리칸, 글루코오스, 레스베라트롤, 벤질글라이콜, 하이드로제네이티드레시틴, 하이드롤라이즈드하이알루로닉애씨드, 포타슘솔베이트, 에틸헥실글리세린, 시트릭애씨드, 세룰라타벚나무꽃추출물, 연꽃꽃추출물, 동백나무꽃추출물, 장미꽃추출물, 하이알루로닉애씨드, 라즈베리케톤",개봉전 36개월 (개봉 후 12개월),세럼
385,퍼펙트 리뉴 세럼,라네즈,"52,000",20ml(+크림20ml증정),"정제수, 부틸렌글라이콜, 글리세린, 스쿠알란, 메도우폼씨오일,","사용기한 36개월, 개봉후 12개월 이내 사용",세럼
386,퍼펙트리뉴 쓰리엑스 세럼,라네즈,"52,000",20ml,"정제수, 부틸렌글라이콜, 글리세린, 스쿠알란, 메도우폼씨오일,","사용기한 36개월, 개봉후 12개월 이내 사용",세럼
387,페이셜 수분세럼,세타필,"25,000",30ml,"정제수, 글리세린, 솔비톨, 코코-카프릴레이트/카프레이트, 글리세릴시트레이트/락테이트/리놀리에이트/올리에이트, 해바라기씨오일, 옥틸도데칸올, 헥실데칸올, 헥실데실라우레이트, 다이스타치포스페이트, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 안하이드로자일리톨, 시어버터오일, 시트릭애씨드, 다이카프릴릴카보네이트, 다이소듐코코일글루타메이트, 글로불라리아 알리품잎추출물, 하이드롤라이즈드하이알루로닉애씨드, 판테놀, 판토락톤, 페녹시에탄올, 프로필렌글라이콜, 소듐벤조에이트, 소듐하이드록사이드, 소듐폴리아크릴레이트, 토코페롤, 토코페릴아세테이트, 자일리톨, 자일리틸글루코사이드",제조일로부터 36개월,세럼
388,포 맨 1025 독도 올인원 젤 로션,라운드랩,"43,000",200ml*2ea,"정제수, 부틸렌글라이콜, 아이소노닐아이소노나노에이트, 베타인, 1,2-헥산다이올, 다이프로필렌글라이콜, 달맞이꽃꽃추출물, 대왕소나무잎추출물, 칡뿌리추출물, 당느릅나무뿌리추출물, 녹차추출물, 병풀잎추출물, 오카무라큰실말추출물, 흰버드나무껍질추출물, 커피콩추출물, 베르가모트잎추출물, 소나무잎추출물, 소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트, 글리세린, 에틸헥실글리세린, 알란토인, 판테놀, 해수, 데실글루코사이드, 카프릴로일살리실릭애씨드, 글루코노락톤, 글리세릴글루코사이드, 실리카, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 솔비탄아이소스테아레이트, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 알지닌, 베르가모트오일, 살비아오일, 다이소듐이디티에이, 카보머","제조일로부터 36개월, 개봉 후 12개월",로션
389,포 맨 1025 독도 올인원 플루이드,라운드랩,"24,000",200ml,"정제수, 다이프로필렌글라이콜 , 카프릴릴메티콘, 하이드로제네이티드폴리(C6-14올레핀), 메틸프로판다이올, 1,2-헥산다이올, 카프릴릭/카프릭트라이글리세라이드, 글리세린, 해수, 부틸렌글라이콜, 하이드로제네이티드레시틴, 토코페롤, 연꽃꽃추출물, 효모발효물, 개똥쑥추출물, 쌀추출물, 판테놀, 소듐폴리아크릴로일다이메틸타우레이트, 팔미틱애씨드, 소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트, 에틸헥실글리세린, 폴리글리세릴-2스테아레이트, C14-22알코올, 글루코오스, 글루코노락톤, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 글리세릴스테아레이트, C12-16알코올, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, C12-20알킬글루코사이드, 카프릴릴글라이콜, 스테아릴알코올, 잔탄검, 트로메타민, 다이소듐이디티에이+","제조일로부터 30개월, 개봉 후 12개월",로션
390,포 맨 맥시멈 하이드레이터 액티베이티드 워터-젤 컨센트레이트,크리니크,"67,000",48ml,*제공된 성분은 동일 제품이라도 경우에 따라 변경될 수 있습니다. 최신정보는 제품 포장의 성분을 참고하시거나 본사 고객관리지원팀으로 연락 부탁 드립니다.,제조일로부터 36개월,세럼
391,포 맨 자작나무 수분 토너,라운드랩,"24,000",200ml,"정제수, 부틸렌글라이콜, 글리세린, 프로판다이올, 다이프로필렌글라이콜, 자작나무수액, 1,2-헥산다이올, 글리세릴글루코사이드, 다이포타슘글리시리제이트, 알란토인, 쇠비름추출물, 소듐하이알루로네이트, 하이알루로닉애씨드, 아스코빅애씨드, 감나무잎추출물, 포도추출물, 호장근뿌리추출물, 커피콩추출물, 잇꽃꽃추출물, 밤껍질추출물, 녹차추출물, 초피나무열매추출물, 글루코노락톤, 토코페롤, 베타인, 잔탄검, 글리세릴카프릴레이트, 덱스트린, 치자추출물, 에틸헥실글리세린, 다이소듐이디티에이","제조일로부터 30개월, 개봉 후 12개월",스킨토너
392,포맨 퍼펙트 올인원 기획,아크네스,"27,000",200ml,"아크네스 포맨 퍼펙트 올인원: 정제수, 작약나무껍질/수액추출물, 메틸프로판다이올, 사이클로펜타실록세인, 1,2-헥산다이올, 글리세린, 나이아신아마이드, 에틸헥실스테아레이트, 세테아릴알코올, 폴리솔베이트60, 다시마추출물, 한련초잎추출물, 병풀추출물, 무화과추출물, 올레라케아아크멜라추출물, 프랑스해안송껍질/싹추출물, 당느릅나무뿌리추출물, 줄맨드라미씨추출물, 삼나무잎추출물, 연꽃잎추출물, 프랑스해안송껍질추출물, 오렌지껍질오일, 하이드로제네이티드레시틴, 팔마로사오일, 다마스크장미꽃오일, 글리세릴스테아레이트, 다이메티콘, 솔비탄스테아레이트, 실리카, 부틸렌글라이콜, 자일리틸글루코사이드, 안하이드로자일리톨, 팔미틱애씨드, 스테아릭애씨드, 하이드로제네이티드코코넛오일, 자일리톨, 카보머, 트로메타민, 하이드로제네이티드팜커넬오일, 토코페릴아세테이트, 아데노신, 글루코오스, 셀룰로오스검, 하이드로제네이티드팜오일, 다이소듐이디티에이, 프룩토올리고사카라이드, 글루코노락톤, 베타-글루칸, 알란토인, 효모발효여과물, 미리스틱애씨드, 하이드롤라이즈드하이알루로닉애씨드, 세라마이드엔피, 마데카소사이드, 에틸헥실글리세린, 리모넨, 제라니올",개봉후 1년,로션
393,포시카 앰플,피캄,"31,500",30ml,"병풀추출물(76.38%), 부틸렌글라이콜, 글리세린, 정제수, 프로판다이올, 1,2-헥산다이올, 나이아신아마이드, 다이프로필렌글라이콜,글리세레스-26, 카보머, 알지닌, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 알란토인, 에틸헥실글리세린, 아데노신, 소듐하이알루로네이트, 다이소듐이디티에이, 폴리솔베이트60, 솔비탄아이소스테아레이트, 백미꽃추출물, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 락토바실러스발효물, 하이드록시프로필트라이모늄하이알루로네이트, 포도추출물, 카프릴릭/카프릭트라이글리세라이드, 부시클로버잎/줄기추출물, 마카다미아씨오일, 감나무잎추출물, 에탄올, 호장근뿌리추출물, 커피콩추출물,잇꽃꽃추출물, 에필로비움 플레이스케리추출물, 하이드로제네이티드레시틴, 초피나무열매추출물, 밤껍질추출물, 녹차추출물, 폴리솔베이트20, 레티놀, 아시아티코사이드(0.0004%), 마데카식애씨드(0.0004%), 하이드롤라이즈드하이알루로닉애씨드, 유채스테롤, 소듐아세틸레이티드하이알루로네이트, 아시아틱애씨드(0.0002%), 콜레스테롤, 하이알루로닉애씨드, 세테스-5, 세테스-3, 토코페릴아세테이트, 알루미늄/마그네슘하이드록사이드스테아레이트, 하이드롤라이즈드소듐하이알루로네이트, 포타슘세틸포스페이트, 소듐하이알루로네이트크로스폴리머, 프로테아제, 파파인, 키토산, 시트릭애씨드, 브로멜라인, 리파아제, 포타슘하이알루로네이트","제조일로부터 36개월, 개봉 후 12개월 이내 사용 권장",세럼
394,포어 타이트닝 콜라겐 앰플,바이오던스,"35,000",30ml,"콜라겐추출물(74%), 정제수, 글리세린, 프로판다이올, 판테놀, 1,2-헥산다이올, 나이아신아마이드, 소듐폴리아크릴로일다이메틸타우레이트, 부틸렌글라이콜, 알란토인, 폴리글리세릴-10라우레이트, 에틸헥실글리세린, 하이드롤라이즈드하이알루로닉애씨드, 잔탄검, 소듐폴리아크릴레이트, 아데노신, 폴리쿼터늄-51, 다이소듐이디티에이, 카프릴릴글라이콜, 알지닉애씨드, 실란트라이올, 팔미토일트라이펩타이드-5, 소듐하이알루로네이트, 하이드롤라이즈드엘라스틴, 수용성엘라스틴, 엘라스틴, 하이드록시프로필트라이모늄하이알루로네이트, 토코페롤, 소듐아세틸레이티드하이알루로네이트, 하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 하이드롤라이즈드소듐하이알루로네이트, 포타슘하이알루로네이트",제조일로부터 36개월/개봉 후 12개월,세럼
395,포어레미디 파하 익스폴리에이팅 세럼,닥터자르트,"46,000",30ml,"정제수, 퀸즈랜드넛오일*, 글루코노락톤 (7%), 프로판다이올, 변성알코올, 판테놀, 1,2-헥산다이올, 트로메타민, 부틸렌글라이콜, 에틸헥실글리세린, 아데노신, 판토락톤, 스피어민트잎오일, 유칼립투스잎오일, 페퍼민트오일글라이코프로테인, 다이소듐이디티에이","제조일로부터 30개월이내, 개봉후 12개월이내",세럼
396,포어슈터 앰플,리터뉴,"28,000",30ml,"정제수@글리세린@메틸프로판다이올@1,2-헥산다이올@나이아신아마이드@베타인@다시마추출물@한련초잎추출물@병풀추출물@무화과추출물@황벽나무껍질추출물@케일잎추출물@흰버드나무껍질추출물@인도멀구슬나무잎추출물@인도멀구슬나무꽃추출물@감나무잎추출물@포도추출물@잇꽃꽃추출물@커피콩추출물@호장근뿌리추출물@녹차추출물@밤껍질추출물@초피나무열매추출물@밤부사 불가리스수@하이드로제네이티드레시틴@소듐하이알루로네이트@카보머@트로메타민@잔탄검@아데노신@자일리틸글루코사이드@프룩토올리고사카라이드@다이소듐이디티에이@안하이드로자일리톨@베타-글루칸@소듐폴리아크릴레이트@피브이엠/엠에이코폴리머@자일리톨@부틸렌글라이콜@하이드롤라이즈드하이알루로닉애씨드@글루코오스@세라마이드엔피@하이드록시프로필트라이모늄하이알루로네이트@소듐아세틸레이티드하이알루로네이트@하이알루로닉애씨드@소듐하이알루로네이트크로스폴리머@포타슘하이알루로네이트@에틸헥실글리세린",1. 제조일로 부터 36개월 2. 개봉 후 12개월,세럼
397,풀핏 프로폴리스 라이트 앰플,코스알엑스,"25,000",40ml,"프로폴리스추출물, 부틸렌글라이콜, 글리세린, 베타인,1,2-헥산다이올, 결명씨추출물, 소듐하이알루로네이트, 하이드록시에틸셀룰로오스, 카보머, 판테놀, 알지닌",생산일로부터 36개월 / 개봉 후 12개월 제조일자정보는 수시로 변경되므로 기재가 어렵습니다.,세럼
398,풀핏 프로폴리스 시너지 토너,코스알엑스,"44,000",280ml,"프로폴리스추출물, 꿀추출물, 부틸렌글라이콜, 1,2-헥산다이올, 글리세린, 베타인, 결명자추출물, 판테놀, 폴리글리세릴-10라우레이트, 폴리글리세릴-10미리스테이트, 에틸헥실글리세린, 소듐하이알루로네이트, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 카프릴릭/카프릭트라이글리세라이드",제조일로부터 36개월 / 개봉 후 12개월,스킨토너
399,퓨어 나이아신아마이드 10 세럼,라로슈포제,"52,000",30ml,정제수 나이아신아마이드 글리세린 변성알코올 하이드록시에틸피페라진에탄설포닉애씨드 다이메티콘 아이소프로필라우로일사코시네이트 옥틸도데칸올 피이지-20에틸글루코오스세스퀴스테아레이트 틴옥사이드 솔비탄올리에이트 다이메티콘올 세테아릴에틸헥사노에이트 아이소헥사데칸 소듐하이알루로네이트 페닐에틸레조시놀 폴록사머338암모늄폴리아크릴로일다이에틸타우레이트 다이소듐이디티에이 아이소프로필미리스테이트 시트릭애씨드 잔탄검 폴리솔베이트80 아크릴아마이드/소듐아크릴로일다이메틸타우레이트코폴리머 토코페롤 페녹시에탄올 마이카 티타늄디옥사이드 향료,제조일로부터 24개월,세럼
400,퓨어 핏 시카 세럼,코스알엑스,"29,000",55ml,"병풀추출물, 병풀잎추출물, 병풀뿌리추출물, 부틸렌글라이콜, 글리세린, 1,2-헥산다이올, 베타인, 판테놀, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 폴리글리세릴-10라우레이트, 폴리글리세릴-10미리스테이트, 소듐하이알루로네이트, 알란토인, 에틸헥실글리세린, 잔탄검, 정제수, 프랑스해안송껍질추출물, 아시아티코사이드, 아시아틱애씨드, 마데카식애씨드, 마데카소사이드",제조일로부터 36개월,세럼
401,퓨어핏 시카 세럼 대용량,코스알엑스,"29,000",본품55ml/토너30ml,본품 : 퓨어핏 시카,제조일로부터 36개월(개봉 후 12개월)이내,세럼
402,프로바이오덤 3D 리프팅 앰플,바이오힐보,"35,000",-,"락토바실러스발효용해물, 정제수, 아이소펜틸다이올, 글리세린, 카프릴릭/카프릭트라이글리세라이드, 폴리글리세린-3, 1,2-헥산다이올, 세틸에틸헥사노에이트, 락토바실러스발효물, 프룩토올리고사카라이드, 프룩탄, 이눌린, 판테놀, 베타인, 베타-글루칸, 아데노신, 사포닌, 수용성프로테오글리칸, 노나펩타이드-1, 아세틸테트라펩타이드-9, 아세틸테트라펩타이드-5, 아세틸헥사펩타이드-1, 아세틸헥사펩타이드-8, 팔미토일트라이펩타이드-8, 다이펩타이드다이아미노부티로일벤질아마이드다이아세테이트, 카퍼트라이펩타이드-1, 트라이펩타이드-1, 팔미토일테트라펩타이드-7, 팔미토일트라이펩타이드-1, 팔미토일트라이펩타이드-5, 팔미토일펜타펩타이드-4, 팔미토일헥사펩타이드-12, 펜타펩타이드-3, 헥사펩타이드-9, 올리고펩타이드-2, 글리세릴시트레이트/락테이트/리놀리에이트/올리에이트, 맥아추출물, 참마뿌리추출물, 오일팜오일, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 폴리아크릴레이트크로스폴리머-6, 말토덱스트린, 에틸헥실글리세린, 프로판다이올, 글리세릴폴리메타크릴레이트, 소듐폴리아크릴레이트, 솔비탄아이소스테아레이트, 알진, 바이오사카라이드검-4, 사이아노코발아민, 세테아릴글루코사이드, 세테아릴알코올, 부틸렌글라이콜, 소듐스테아로일글루타메이트, 토코페롤, 잔탄검, 하이드롤라이즈드옥수수전분, 수크로오스, 소듐포스페이트, 카프릴릴글라이콜, 미네랄솔트, 덱스트란, 다이소듐포스페이트, 향료",제조일로부터 36개월,세럼
403,프로바이오덤 타이트닝 콜라겐 세럼,바이오힐보,"57,000",-,"정제수, 글리세레스-26, 글리세린, 폴리글리세린-3, 부틸렌글라이콜, 1,2-헥산다이올, 네오펜틸글라이콜다이카프레이트, 나이아신아마이",제조일로부터 36개월,세럼
404,프로페셔널 비타씨 에너지 앰플,차앤박,"49,000",50ml,"정제수, 부틸렌글라이콜, 글리세린, 소듐아스코빌포스페이트(30,000ppm), 나이아신아마이드, 아스코빌글루코사이드(20,000ppm), 1,2-헥산다이올, 판테놀, 띠뿌리추출물, 폴리솔베이트60, 잔탄검, 펜틸렌글라이콜, 알란토인, 도둑놈의지팡이뿌리추출물, 소듐하이알루로네이트, 트라이소듐이디티에이, 하이드록시페닐프로파미도벤조익애씨드, 베타-글루칸, 센티드제라늄꽃오일, 황련뿌리추출물, 카프릴릴글라이콜, 카보머, 소듐시트레이트, 시트릭애씨드, 약모밀추출물, 프룩토오스, 우레아, 소듐하이드록사이드, 은행추출물, 더덕뿌리추출물, 무화과추출물, 말토스, 레몬밤잎추출물, 석류추출물, 소듐클로라이드, 소듐락테이트, 소듐피씨에이, 트레할로오스, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 아스코빌팔미테이트, 마데카소사이드, 글루코오스, 바이오틴, 레시틴, 폴리솔베이트20, 글루타티온, 다이소듐이디티에이, 시트로넬올, 제라니올",30개월/개봉 후 12개월,세럼
405,프로폴리스 액티브 앰플,차앤박,"50,000",30ml+30ml,"정제수, 부틸렌글라이콜, 글리세린, 1,2-헥산다이올, 폴리솔베이트20, 도둑놈의지팡이뿌리추출물 , 띠뿌리추출물, 하이드록시에틸셀룰로오스, 프로폴리스추출물(1932ppm), 알지닌, 카보머, 알란토인, 마데카소사이드, 더덕뿌리추출물, 레몬밤잎추출물, 무화과추출물, 석류추출물, 펜틸렌글라이콜, 소듐하이알루로네이트, 센티드제라늄꽃오일, 베타-글루칸, 카프릴릴글라이콜, 소듐시트레이트, 하이드록시페닐프로파미도벤조익애씨드, 꿀추출물, 소듐락테이트, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 시트릭애씨드, 아스코빌팔미테이트, 바이오틴, 팔미토일트라이펩타이드-1, 팔미토일테트라펩타이드-7, 다이소듐이디티에이, 시트로넬올, 제라니올",36개월/개봉 후 12개월,세럼
406,피디알엔 카페인 샷 앰플,아이오페,"50,000",30ml,"락토바실러스발효용해물(바이오-피디알엔TM)@정제수@프로판다이올@글리세린@나이아신아마이드@부틸렌글라이콜@카페인@다이프로필렌글라이콜@1,2-헥산다이올@다이에톡시에틸석시네이트@글리세릴폴리메타크릴레이트@폴리아크릴레이트크로스폴리머-6@만니톨@에틸헥실글리세린@아데노신@소듐시트레이트@덱스트린@카카오추출물@시트릭애씨드@다이소듐이디티에이@T-부틸알코올@알지닌@사이클로덱스트린@하이드록시프로필사이클로덱스트린@말토덱스트린@잔탄검@베타-글루칸@아세틸테트라펩타이드-11@토코페롤","사용기한 36개월, 개봉후 12개월 이내 사용",세럼
407,피큐어 포어 튜닝 에멀전 EX,케어존,"25,000",170ml,"정제수, 사이클로펜타실록산, 디프로필렌글라이콜, 글리세린, 1,2-헥산디올, 트리에칠헥사노인, 실리카, 디메치콘/비닐디메치콘크로스폴리머, 글리세릴스테아레이트, 판테놀, 피이지-40스테아레이트, 디메치콘, 베타인, 트로메타민, 아크릴레이트/C10-3-알킬아크릴레이트크로스폴리머, 카보머, 세테아릴알코올, 라임오일, 로즈마리잎오일, 유칼립투스잎오일, 잔탄검, 트리소듐이디티에이, 티트리잎오일, 베르가모트열매오일, 해수, 베르가못잎추출물, 꼬리풀추출물, 디팔미토일하이드록시프롤린, 레시틴, 리놀레익애씨드, 만니톨, 말로우추출물, 성모초추출물, 세이지잎추출물, 소듐아스코베이트, 쓴박하추출물, 엘더꽃추출물, 카우슬립추출물, 토코페롤, 베타-시토스테롤, 페우세디눔 오스트루튬잎추출물, 페퍼민트잎추출물, 하이드로제네이티드레시틴, 히솝추출물, 레몬밤잎추출물, 모로헤이야잎추출물, 서양톱풀추출물, 아세틸테트라펩타이드-9, 시트랄, 리모넨, 리날룰",■ 제조일로부터 (36개월/3년,로션
408,하얀 자작나무 수액 앰플,수이스킨,"24,000",35ml,"자작나무수액, 메틸프로판다이올, 글리세린, 폴리글리세린-3, 1,2-헥산다이올, 메틸글루세스-20, 프로필헵틸카프릴레이트, 베툴린, 소듐하이알루로네이트, 다이카프릴릴에터, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 나이아신아마이드, 잔탄검, 카보머, 트로메타민, 다이소듐이디티에이, 말토덱스트린, 하이드롤라이즈드식물성단백질, 에틸헥실글리세린",30개월 / 개봉 후 12개월,세럼
409,하이드 레이팅 페이스 모이스처 라이저 3.38oz,리우젤,"41,800",3.38oz/100ml,"정제수,글리세린,세틸알코올,스테아릴알코올,페녹시에탄올,다이메티콘,글리세릴스테아레이트,피이지-100스테아레이트,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,아미노메틸프로판올,에틸헥실글리세린,토코페릴아세테이트,시어버터,카페인,살구씨오일,포트마리골드꽃추출물",제조일로부터 3년 / 개봉 후 1년,세럼
410,하이드라 B5 바이옴앰플,AHC,"29,000",30ml,"정제수, 메틸프로판다이올, 글리세린, 비피다발효용해물, 카프릴릭/카프릭트라이글리세라이드, 1,2-헥산다이올, 폴리글리세린-3, 아이소펜틸다이올, 나이아신아마이드, 사이클로헥사실록세인, 판테놀, 봉의꼬리추출물, 아티초크잎추출물, 귀리커넬추출물, 인도멀구슬나무잎추출물, 인도멀구슬나무꽃추출물, 아이비고드열매추출물, 가지열매추출물, 알로에베라꽃추출물, 흰버드나무껍질추출물, 오레가노잎추출물, 편백잎추출물, 홀리바질잎추출물, 울금뿌리추출물, 참산호말추출물, 황금추출물, 쇠비름추출물, 락토바실러스/콩발효추출물, 육계나무껍질추출물, 갈랑가갈랑갈추출물, 녹차수, 하이드로제네이티드레시틴, 소듐하이알루로네이트, 호호바씨오일, 쌀배아오일, 코코넛야자오일, 부틸렌글라이콜, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 다이메티콘/비닐다이메티콘크로스폴리머, 베타-글루칸, 트레할로오스, 라피노오스, 베타인, 아데노신, 구아검, 아가, 다이소듐이디티에이, 폴리쿼터늄-51, 카보머, 잔탄검, 수크로오스, 팔미토일펜타펩타이드-4, 프룩토올리고사카라이드, 자일리틸글루코사이드, 글라이코리피드, 안하이드로자일리톨, 자일리톨, 풀루란, 칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물, 수크로오스다이스테아레이트, 글루코오스, 스테아레스-21, 리솔레시틴, 스테아레스-2, 아이소헥사데칸, 세틸알코올, 락토바실러스, 스테아릭애씨드, 프룩탄, 콜레스테롤, 세라마이드엔피, 이눌린, 토코페릴아세테이트, 페네틸알코올, 우유단백질, 락토오스, 비사보롤, 피이지-30다이폴리하이드록시스테아레이트, 향료, 에틸헥실글리세린, 펜틸렌글라이콜, 하이드록시아세토페논",개봉 전 3년 이내 / 개봉 후 1년 이내,세럼
411,하이드라 세럼,엠브리올리스,"35,000",30ml,"정제수, 글리세린, 프로판다이올, 부틸렌글라이콜, 하이드로제네이티드스타치하이드롤리세이트, 소듐아크릴레이트코폴리머, 레시틴, 향료, 포타슘솔베이트, 소듐하이알루로네이트, 소듐벤조에이트, 소듐파이테이트, 시트릭애씨드, 바이오사카라이드검-2, 알바수련꽃추출물, 리모넨","제조일로부터 3년, 개봉 후 12개월",세럼
